count,n,ngram,label_1,label_2,label_3
4343,1,completely,,,
4328,1,wound,,,
4320,1,midline,,,
4320,3,man with,,,
21,5,catheter in situ,,,
4314,1,attenuated,,,
21,5,demonstrates a high,,,
21,5,sheets of large,,,
21,5,the collecting system,,,
4304,1,lv,,,
21,5,ki-67 immunostaining,,,
4302,3,tumor was,,,
4299,3,ct scans,ct,,
4294,1,zone,,,
4290,1,higher,,,
4289,1,lead,,,
4288,3,region of,,,
4284,1,trunk,,,
4282,1,sign,,,
21,5,for sars-cov,,,
4278,3,and no,,,
4277,1,cellular,,,
21,7,cd: cluster of differentiation,,,
4270,1,digital,,,
21,5,016 x 0,,,
4256,3,in patient,,,
4248,3,resonance images,mri,,
4248,3,a well,,,
4248,3,is shown,,,
4246,1,abbreviations,,,
4242,1,pituitary,,,
4238,1,specific,,,
4234,1,chromosome,,,
4232,3,along with,,,
4220,1,dwi,dwi,,
4212,1,fossa,,,
4208,3,views of,,,
4208,1,block,,,
4207,1,pseudoaneurysm,,,
21,5,defined as the,,,
4196,1,oval,,,
4188,1,bony,,,
21,5,for the mutation,,,
4185,1,limb,appendicular_region,,
4182,3,d) the,,,
4177,1,ms,,,
4177,1,200,,,
4174,3,end of,,,
4174,3,left ventricle,,,
4165,3,and coronal,,,
4156,3,a patient,,,
21,5,x-ray pelvis,,,
4152,3,thickening of,,,
4149,1,differentiated,,,
724,1,lymphoplasmacytic,,,
4145,1,several,,,
4142,1,measured,,,
21,5,showing the bone,,,
4140,3,and immunohistochemical,,,
4137,3,high signal,,,
4131,1,fluorescein,,,
4128,3,woman with,,,
4128,1,arch,,,
4124,1,cytoplasmic,pathology,,
4123,1,visual,,,
4117,3,were observed,,,
4114,1,gallbladder,abdomen,,
4110,1,spleen,,,
4110,3,signs of,,,
4109,1,evident,,,
4103,1,immunostaining,immunostaining,,
4101,1,result,,,
4098,3,as the,,,
4098,3,number of,,,
4096,3,left upper,,,
4096,3,adjacent to,,,
4094,3,right lung,,,
4082,3,before the,,,
4077,1,distribution,,,
4076,3,which was,,,
4076,3,no evidence,,,
4076,1,arranged,,,
4073,1,pain,,,
4070,3,arrows) and,,,
4068,1,via,,,
4068,1,ica,,,
4063,1,junction,,,
4058,3,the cervical,,,
4056,3,male with,,,
4055,1,uterine,pelvis,,
638,1,gbm,,,
4044,1,mutations,,,
21,5,showing the characteristic,,,
4044,1,any,,,
4040,1,infection,,,
21,7,showing an ill-defined,,,
4033,1,ultrasonography,ultrasound,,
4023,1,67,,,
4011,1,pole,,,
4004,3,on t2,,,
21,5,showing the defect,,,
3998,3,the cyst,,,
21,5,measuring 1. 5,,,
3994,1,recurrent,,,
21,5,iliac lymph nodes,,,
3984,1,foot,foot,,
3983,1,reaction,,,
3979,1,active,,,
3974,1,late,,,
3973,3,diffusion-weighted,dwi,,
21,5,is visualized in,,,
3964,3,pet-ct,pet,ct,
21,5,up contrast-enhanced,,,
21,5,and a moderate,,,
3959,1,21,,,
21,7,"vns, vagus nerve stimulation",,,
3950,1,complex,,,
3948,1,apparent,,,
3947,3,right and,,,
3944,1,center,,,
21,5,neurofibromatosis type 1,,,
3941,1,cross,,,
21,5,at 10 magnification,,,
3935,1,tip,,,
3934,3,arrow) with,,,
3931,1,outer,,,
3928,3,years after,,,
21,5,soft-tissue swelling,,,
620,3,nuclear pleomorphism,,,
3936,5,photograph of the,,,
21,7,t2-weighted images (t2wi,,,
614,1,rcc,,,
3899,1,slight,,,
3892,3,tumor in,,,
3884,1,cysts,,,
3882,1,22,,,
3880,3,with multiple,,,
3880,1,l1,,,
3870,3,right atrium,,,
3868,1,above,,,
3866,3,the surgical,,,
3864,1,causing,,,
3864,1,excision,,,
3860,3,uptake in,,,
3855,1,horizontal,,,
4373,3,abdominal ct,abdomen,ct,
3853,1,significantly,,,
3851,1,background,,,
3848,3,contrast enhancement,,,
3846,3,infiltration of,,,
3840,3,mri showing,,,
21,5,and maxillary sinus,,,
3839,1,ulcer,,,
21,5,solid black arrow,,,
3836,1,echocardiogram,cardiac_view,ultrasound,thorax
3832,1,specimens,,,
3831,3,mr images,mri,,
3826,3,tomography images,ct,,
3822,1,18f,nuclear_medicine,,
3819,1,sized,,,
3818,1,mean,,,
3814,1,secondary,,,
3810,3,show a,,,
3804,1,deposits,,,
3804,1,sac,,,
3803,1,dashed,,,
3800,3,arising from,,,
3798,3,1 and,,,
3794,3,arrow) in,,,
3789,1,ascending,,,
3788,3,female with,,,
3778,1,drainage,,,
3774,3,arrow in,,,
2152,5,of the neck,,,
3773,1,rate,,,
3768,1,thigh,thigh,,
3768,1,csf,,,
3766,1,throughout,,,
3764,1,linear,,,
3763,3,mri images,mri,,
3757,1,wave,,,
3757,1,femur,lower_limb,,
3757,3,clinical course,,,
3753,1,obvious,,,
3752,1,bleeding,,,
3751,3,the bone,,,
3750,1,brown,,,
3748,1,covered,,,
3748,1,almost,,,
5493,5,and eosin staining,,,
3746,1,ml,,,
3744,1,ratio,,,
3743,1,back,,,
3735,1,esophageal,axial_region,,
3735,1,who,,,
3733,1,morphology,,,
3732,3,showing multiple,,,
21,7,one month after surgery,,,
3731,1,retroperitoneal,abdomen,,
3728,1,characteristic,,,
3728,3,the red,,,
3727,1,skull,head,,
3726,1,20x,,,
21,5,in which a,,,
21,7,prostate-specific membrane antigen,,,
3709,1,septal,,,
21,5,in white matter,,,
3706,1,finding,,,
3705,3,1 month,,,
3704,1,veins,,,
21,7,1. 2 x 1,,,
21,5,higher power view,,,
21,5,enlarged cardiac silhouette,,,
3694,1,may,,,
3692,3,the arrow,,,
3691,1,balloon,,,
3690,3,the medial,,,
3683,1,full,,,
3683,1,orange,,,
21,5,revealing a well,,,
3682,1,decrease,,,
3677,3,the normal,,,
3676,1,incision,,,
3674,3,artery and,,,
3673,1,studies,,,
3673,1,muscles,,,
3670,1,amount,,,
3670,3,ct showed,,,
3665,3,the primary,,,
3664,1,dark,,,
3660,3,the head,,,
3658,3,corresponding to,,,
3655,1,thorax,thorax,,
3655,1,r,,,
3654,3,in right,,,
3651,1,nucleoli,pathology,,
3649,1,x10,,,
3648,3,attenuated inversion,,,
21,5,with heterogeneous contrast,,,
21,5,a 59-year,,,
3641,3,a high,,,
3639,3,left atrium,,,
3638,1,situ,,,
3635,3,biopsy specimen,,,
3632,1,radiographic,,,
3622,3,chest computed,,,
3622,1,leg,lower_limb,,
3622,3,expression of,,,
3621,3,in left,,,
3618,1,fixation,,,
3618,1,choroidal,,,
3616,3,presented with,,,
3612,1,lamp,,,
3611,3,small bowel,abdomen,,
3610,3,cycles of,,,
3610,1,exon,,,
3609,1,pcr,,,
607,1,metaplasia,,,
3607,1,progressive,,,
3606,1,radiography,x_ray,,
3605,1,electron,,,
3603,1,erythematous,,,
3601,1,panels,,,
3601,3,axial t1,,,
21,5,b) coronal view,,,
3595,1,map,,,
3594,1,17,,,
3594,1,minimal,,,
3593,1,inner,,,
3592,3,both eyes,,,
3588,1,interval,,,
3588,3,yellow arrows,,,
3588,1,orbital,head,,
3584,3,radiographs of,,,
3583,1,radiological,radiology,,
21,5,a 4-month,,,
3579,3,the aneurysm,,,
3577,3,right coronary,,,
3575,1,vertical,,,
3574,1,partially,,,
3573,1,function,,,
3572,1,pedigree,,,
3568,3,and an,,,
3566,1,cta,angiography,ct,
603,1,glioblastoma,,,
3562,3,plasma cells,pathology,,
3561,1,intracranial,head,,
3914,3,photographs of,,,
3555,1,sigmoid,,,
3554,3,seen on,,,
3546,3,amount of,,,
3545,1,margin,,,
3542,1,border,,,
3541,1,subtraction,,,
3539,3,left ventricular,,,
3535,1,mitotic,pathology,,
21,9,images of the thoracic spine,,,
3531,1,echo,,,
3529,1,history,,,
3527,3,x 2,,,
3527,1,schematic,,,
3524,3,site of,,,
3522,1,circumscribed,,,
3522,1,inside,,,
3517,1,value,,,
3517,1,septum,,,
3515,3,"e, f",,,
3511,3,a mass,,,
3510,3,bile duct,abdomen,,
3510,1,glands,,,
3510,1,x20,,,
3506,1,domain,,,
3503,1,signals,,,
21,5,contrast enhanced images,,,
3495,1,rays,,,
3491,1,length,,,
3491,1,intense,,,
3490,3,weighted magnetic,,,
3487,3,and c,,,
3486,3,patients with,,,
3486,1,origin,,,
3486,3,ct showing,,,
3476,3,month after,,,
21,5,in segment vii,,,
3475,1,fourth,,,
3474,3,the treatment,,,
3474,1,granular,,,
21,5,b and e,,,
3469,1,rv,,,
3468,1,symptoms,,,
3468,1,uterus,pelvis,,
3466,1,esophagus,axial_region,,
3464,1,predominantly,,,
21,5,negative for cd5,,,
21,5,b) axial contrast,,,
3456,3,giant cells,pathology,,
3455,3,and posterior,,,
3455,1,bodies,,,
3450,1,teeth,dental_view,head,
3446,1,perfusion,,,
3445,1,spaces,,,
21,5,b) brain mri,,,
21,5,including the left,,,
21,7,showed a high signal,,,
3431,1,device,,,
3431,1,fibers,,,
3430,3,the small,,,
3425,1,close,,,
3425,1,foreign,,,
3422,3,b and,,,
3421,3,left lung,,,
3419,3,resection of,,,
558,1,aml,,,
3415,1,obstruction,,,
3415,3,and post,,,
3413,1,stage,,,
3411,3,was found,,,
3406,3,"arrow), and",,,
3402,1,tomographic,ct,,
3399,3,the pelvis,,,
3396,3,is also,,,
3395,1,intact,,,
3393,1,macroscopic,,,
3390,3,2 months,,,
3387,3,and in,,,
3385,1,below,,,
3384,1,10x,,,
3561,3,photograph showing,,,
3383,1,tubular,,,
3383,3,the two,,,
3378,1,plate,,,
3376,3,coronal view,,,
3367,1,stromal,,,
21,5,indicated in red,,,
3365,1,pictures,,,
3364,1,shunt,,,
3359,1,column,,,
3354,1,thrombosis,,,
3354,3,"c,d",,,
3353,3,blood flow,,,
510,1,sarcomatoid,,,
3346,1,segments,,,
3346,1,infarction,,,
3342,3,mm in,,,
3338,3,the third,,,
3337,3,ground-glass,,,
3334,1,excised,,,
3330,1,scar,,,
21,7,1. 7 x 1,,,
3328,1,pericardial,,,
3326,3,increase in,,,
3324,1,treated,,,
3324,1,epidural,axial_region,,
3320,3,and axial,,,
3320,1,repair,,,
3318,1,healthy,,,
3312,3,month follow,,,
508,3,cell infiltrate,,,
3310,1,massive,,,
3308,1,reveal,,,
3307,1,comparison,,,
3306,1,nucleus,pathology,,
3306,1,local,,,
3304,3,and sagittal,,,
3303,1,we,,,
3290,1,could,,,
3288,1,then,,,
3287,1,eeg,eeg,,
502,1,carcinoid,,,
3281,1,pigment,,,
3279,1,transthoracic,transthoracic,thorax,
3276,1,immediately,,,
3276,3,are seen,,,
21,5,ck 5/6,,,
3273,1,longitudinal,,,
3269,1,ganglia,axial_region,,
3269,1,duodenum,abdomen,,
3258,3,day of,,,
3255,1,range,,,
21,5,3d reconstruction showing,,,
3252,1,depicting,,,
3251,3,the skin,,,
21,5,coronal (.  computed tomography,,,
3250,1,leads,,,
3248,3,found in,,,
3248,3,the area,,,
3247,3,enhanced t1,,,
3246,1,where,,,
3244,3,x 1,,,
3241,1,initiation,,,
3238,3,showing no,,,
3232,3,right ventricle,,,
3232,1,hemisphere,head,,
3232,3,ray showing,,,
3226,3,biopsy of,,,
3854,3,the abdominal,,,
3224,3,negative for,,,
3224,3,ray of,,,
3221,3,location of,,,
3214,1,bars,,,
3214,3,angiography of,,,
3212,1,expansion,,,
3210,3,a right,,,
3209,3,a left,,,
3208,1,rim,,,
3208,1,st,,,
3206,1,attenuation,,,
21,5,in july 2019,,,
435,1,neoplasia,,,
3199,1,clearly,,,
3198,3,images from,,,
3198,1,fish,fish,,
3194,3,patient was,,,
3192,1,hypoechoic,,,
3189,3,before treatment,,,
3185,1,characteristics,,,
3185,1,mandible,dental_view,head,
21,5,histological section showing,,,
3182,3,and lower,,,
21,5,and connective tissue,,,
3179,1,lined,,,
3176,3,and pelvis,,,
3174,1,arm,upper_limb,,
3174,3,at presentation,,,
3170,1,c3,neck,,
3169,1,destruction,,,
3166,1,pleomorphic,,,
3164,1,stimulation,,,
3156,3,radiograph showing,,,
3155,1,smear,,,
3152,3,of brain,,,
3144,3,basal ganglia,head,,
3144,3,shows an,,,
3144,3,occlusion of,,,
3141,1,electrocardiogram,ekg,,
3140,1,delayed,,,
3140,1,narrowing,,,
3139,3,the lesions,,,
3134,3,neoplastic cells,,,
3133,1,fragment,,,
21,5,aspartate aminotransferase; alt,,,
3130,1,dural,,,
3130,1,cd20,,,
3128,3,tumor with,,,
3125,1,per,,,
3123,3,post-contrast,contrast,,
3122,3,chest radiograph,,,
3122,1,entire,,,
3122,1,shadow,,,
21,5,and ct image,,,
3117,1,disappeared,,,
409,1,leiomyosarcoma,,,
3116,3,power view,,,
3112,1,perivascular,,,
3109,1,approach,,,
3108,1,factor,,,
3108,1,technique,,,
21,5,and mr angiography,,,
3101,1,axillary,,,
21,5,levels during treatment,,,
3100,1,row,,,
3098,1,cd3,,,
405,1,infiltrations,,,
3098,3,sections of,,,
3097,1,heterozygous,,,
3097,1,previously,,,
3095,1,caudal,,,
3092,1,healing,,,
3090,1,abnormalities,,,
3090,3,axial and,,,
3090,1,atypia,,,
3089,1,segmental,,,
3088,1,presenting,,,
3086,3,scale bar,,,
21,5,green fluorescent protein,,,
3079,3,and postoperative,,,
3079,1,nests,,,
3078,1,period,,,
3077,3,t2 weighted,t2,,
3077,1,band,,,
3076,1,attached,,,
3072,3,arranged in,,,
3072,1,shoulder,shoulder,,
3072,1,components,,,
3071,1,intestinal,abdominopelvic_region,,
3064,3,reconstruction of,,,
21,5,in lymph node,,,
3059,3,the stomach,,,
3059,1,finger,hand,,
3057,1,elbow,elbow,,
3054,1,walls,,,
3049,1,la,,,
3049,1,l4,,,
3042,3,in situ,,,
3042,1,discharge,,,
3040,3,showing bilateral,,,
3040,1,relative,,,
3038,1,slit,,,
3037,1,t2wi,t2,,
3033,1,ovarian,pelvis,,
3032,1,dsa,,,
3032,1,bronchial,,,
3031,3,imaging showing,,,
21,5,small lymphocytic lymphoma,,,
3027,3,x-rays,x_ray,,
3024,1,branches,,,
3024,1,sd,,,
402,1,cll,,,
3022,1,shape,,,
3022,1,il,,,
3019,3,using a,,,
3019,1,calcified,,,
3018,1,mediastinum,,,
3018,1,further,,,
3015,1,abbreviation,,,
3013,1,bronchus,,,
3012,3,initial presentation,,,
3011,1,histologic,,,
3010,3,demonstrates a,,,
3001,1,good,,,
21,5,transesophageal echocardiography showing,,,
2999,3,tomography angiography,angiography,ct,
2986,1,urinary,,,
2986,1,histiocytes,pathology,,
2986,1,macrophages,pathology,,
2985,1,probe,,,
2984,1,accumulation,,,
2983,1,subretinal,,,
21,5,a coronal view,,,
2976,3,of contrast,,,
2976,3,showed no,,,
2974,3,the optic,,,
21,5,a 2-cm,,,
2970,3,2 cm,,,
2966,3,3 cm,,,
2965,3,the white,,,
2965,1,immune,,,
2964,1,c2,neck,,
2962,3,there are,,,
21,5,the maximum diameter,,,
21,5,at the tumor,,,
2957,1,endoscopy,endoscopy,,
2955,1,400,,,
2954,3,on t1,,,
2954,1,hypodense,,,
2954,1,tendon,,,
21,5,in the operation,,,
2952,3,the pancreatic,,,
2952,1,star,,,
2950,3,enlargement of,,,
2950,1,igg,,,
2948,3,was not,,,
2946,1,circles,,,
2946,3,the size,,,
2946,3,using the,,,
21,5,computed tomography.  a,,,
2943,1,covid,,,
2942,1,combined,,,
2940,1,did,,,
2940,3,d-f,,,
2937,3,proliferation of,,,
2936,1,caused,,,
2933,1,human,,,
2932,1,induced,,,
2930,1,five,,,
2922,1,ki,,,
2922,1,however,,,
2921,1,developed,,,
2918,3,present in,,,
2917,3,cervical spine,neck,,
21,5,stain showing the,,,
2915,3,frontal lobe,head,,
2915,1,insertion,,,
2914,3,the clinical,,,
2910,3,sagittal view,,,
2910,1,mainly,,,
2910,1,bilaterally,,,
2910,1,reactive,,,
380,1,endometrioid,,,
2904,1,cavernous,,,
2903,1,duodenal,abdomen,,
2903,1,ivc,,,
2900,3,right kidney,,,
2900,1,v,,,
2899,3,timeline of,,,
2896,1,perforation,,,
2896,1,fused,,,
2895,1,inguinal,,,
2890,1,receptor,,,
2890,1,deposition,,,
1017,3,malignant cells,,,
21,5,at the root,,,
2888,3,blood vessels,,,
2885,1,being,,,
2884,1,panoramic,panoramic,head,
2881,3,left frontal,,,
2881,1,peritoneal,abdomen,,
2880,3,t1 weighted,t1,,
2878,3,middle cerebral,,,
2878,1,inset,,,
2878,3,in an,,,
2876,3,near the,,,
2875,1,reported,,,
2875,3,the pancreas,,,
2874,1,just,,,
2874,3,the aortic,,,
2871,1,corpus,,,
21,5,right thyroid gland,,,
2866,3,based on,,,
2860,1,hospitalization,,,
2856,1,tibial,lower_leg,,
2856,3,of small,,,
2854,3,images at,,,
2853,1,fluorodeoxyglucose,nuclear_medicine,,
21,7,findings in the patient,,,
2848,3,position of,,,
2844,1,compatible,,,
2842,1,ureter,,,
5090,5,and eosin stain,,,
2839,1,serial,,,
2837,1,o,,,
2836,1,appeared,,,
2834,3,scan showed,,,
2830,1,core,,,
2825,1,elevated,,,
2824,3,on a,,,
21,5,spindle cell lesion,,,
2821,3,did not,,,
2821,1,diagram,,,
2820,1,ligament,,,
2820,3,of bone,,,
2820,1,hernia,,,
2818,1,occupying,,,
2816,1,cutaneous,,,
2816,3,throughout the,,,
2815,1,multifocal,,,
2814,1,appears,,,
2813,1,re,,,
2809,1,elevation,,,
2804,3,scan shows,,,
2802,3,was seen,,,
2801,3,pre-operative,,,
21,5,the ocular surface,,,
2799,1,deletion,,,
21,5,stain x 400,,,
2797,1,continuous,,,
2797,1,ra,,,
2793,1,lobulated,,,
2793,3,portal vein,abdomen,,
2792,1,wide,,,
2790,3,5 x,,,
2788,1,still,,,
2783,3,in diameter,,,
2782,3,the diagnosis,,,
2782,1,visualized,,,
2781,3,is observed,,,
2780,3,glass opacities,,,
2776,3,b) axial,,,
2774,3,1 year,,,
2773,3,a normal,,,
2769,3,the bladder,,,
2768,1,poorly,,,
21,5,complete metabolic response,,,
2760,3,x 3,,,
2758,3,inferior vena,,,
2758,1,confirming,,,
2757,3,arterial phase,contrast,,
2756,1,postcontrast,contrast,,
2755,1,model,,,
2754,3,is the,,,
2754,3,and t2,,,
4280,5,h&e stain,h&e,,
377,1,sarcomatous,,,
2748,1,apex,,,
2748,3,extending from,,,
2748,3,reduction of,,,
2746,3,pathological findings,,,
2746,3,weeks of,,,
2745,1,figures,,,
2744,3,the gastric,,,
2744,1,calcifications,,,
2742,1,greater,,,
21,7,antrum of the stomach,,,
2741,1,subclavian,,,
2740,1,gas,,,
2739,3,resected specimen,,,
2737,3,a) a,,,
2734,1,terminal,,,
2733,3,chamber view,,,
2732,1,according,,,
2731,1,stable,,,
2731,1,leakage,,,
2731,1,hemorrhagic,,,
21,5,pet-ct imaging,,,
2724,3,compatible with,,,
2722,3,enhancement in,,,
2722,1,their,,,
2721,3,the central,,,
2720,3,"ct, computed",,,
2719,1,anastomosis,,,
2719,3,t cells,pathology,,
21,5,round to polygonal,,,
2715,1,sanger,,,
2714,3,digital subtraction,contrast,angiography,
2714,3,tomography showing,,,
2712,1,antigen,,,
2710,3,ct) scan,,,
3383,1,photo,medical_photograph,,
2709,1,closure,,,
2702,3,without contrast,without_contrast,,
2700,3,decrease in,,,
21,5,computed tomography demonstrated,,,
21,5,with a tumor,,,
21,5,loss of heterozygosity,,,
2696,3,used to,,,
2693,1,regression,,,
2690,3,the ct,,,
2689,1,target,,,
21,7,1 month after treatment,,,
21,5,"e, x 40",,,
2684,3,the entire,,,
2684,3,lesion was,,,
2682,1,2020,,,
2680,3,the thoracic,,,
2680,1,sites,,,
21,5,and his father,,,
21,5,in the 2,,,
2676,3,diagnosed with,,,
2676,1,foramen,,,
2674,1,highly,,,
21,5,and lateral ventricles,,,
2670,3,according to,,,
2670,3,and 2,,,
2668,3,showed an,,,
2667,1,marker,,,
2664,1,followed,,,
2662,3,scans of,,,
2660,1,opening,,,
2658,3,temporal lobe,head,,
2654,3,was no,,,
21,7,by next-generation sequencing,,,
2650,1,ventral,,,
21,5,h&e: hematoxylin,,,
2645,1,plaques,,,
2645,1,fixed,,,
2645,1,periphery,,,
2644,3,the pulmonary,,,
364,1,myeloma,,,
2641,3,b) a,,,
2640,1,across,,,
2639,1,arteriovenous,,,
2638,3,stained with,,,
2638,3,contrast enhanced,contrast,,
2638,1,neutrophils,pathology,,
2634,3,and bilateral,,,
2633,3,year follow,,,
2628,1,status,,,
2627,1,detachment,,,
2627,1,examinations,,,
2626,3,left kidney,,,
2625,1,postoperatively,,,
2622,3,foreign body,,,
21,5,hepatic artery aneurysm,,,
2618,1,markedly,,,
2617,1,ill,,,
2616,1,diffusely,,,
2615,1,scalp,,,
2615,1,diagnostic,,,
2615,1,aspiration,,,
2614,1,addition,,,
348,1,angiosarcoma,,,
2614,1,made,,,
2613,3,axis view,,,
2612,1,mca,head,,
2612,1,va,,,
2612,3,lesion of,,,
2608,1,guided,,,
344,1,leukemic,,,
2607,1,l5,,,
2604,3,is no,,,
2603,1,chain,,,
2600,3,response to,,,
21,5,5 x 9,,,
2597,3,weighted mr,,,
2592,3,mass was,,,
2591,1,dynamic,,,
2591,1,mra,angiography,mri,
2590,1,sheets,,,
21,5,of the umbilicus,,,
2588,1,direct,,,
2588,1,frequency,,,
2587,1,weight,,,
2587,1,ankle,ankle,,
2586,3,represents the,,,
2584,1,subcortical,head,,
2580,3,ct and,,,
2577,1,patent,,,
2576,3,initiation of,,,
2575,1,variants,,,
2574,1,radial,,,
2574,3,optic nerve,,,
2573,1,smaller,,,
2572,3,mr image,mri,,
21,5,which could be,,,
2566,3,the internal,,,
21,5,95% confidence intervals,,,
2564,3,images and,,,
2564,3,was a,,,
21,5,sagittal ct images,,,
2563,3,nuclei and,,,
2563,3,compared with,,,
2562,1,shadows,,,
2559,1,molecular,,,
2558,3,progression of,,,
2551,1,wild,,,
2551,3,right-sided,,,
2551,3,"d, e",,,
2544,1,lad,,,
2542,3,sagittal t2,,,
2540,1,macula,,,
2538,3,ground glass,,,
2514,5,photographs of the,,,
2538,1,60,,,
21,5,staining along the,,,
21,5,white solid arrow,,,
2536,3,diameter of,,,
2535,3,changes of,,,
2533,1,tracheal,,,
2532,3,filled with,,,
2532,3,the absence,,,
2530,3,biopsy showing,,,
2530,1,cartilage,,,
2530,3,age of,,,
2530,3,administration of,,,
2527,1,periapical,periapical,head,
21,5,multilocular cystic mass,,,
334,1,mesothelioma,,,
2521,1,forearm,forearm,,
2520,1,retina,,,
21,5,at the head,,,
2518,3,shows that,,,
2518,3,both the,,,
2517,1,rupture,,,
2517,3,ki-67,,,
2517,1,connective,,,
21,5,lung window settings,,,
2516,1,fluorescence,,,
2515,3,left renal,,,
2515,1,mature,,,
21,5,at the area,,,
2513,1,fig,,,
21,5,elevation in inferior,,,
21,5,staining of lung,,,
21,5,in a 39,,,
2509,1,dilation,,,
2508,3,fluid-attenuated,flair,,
2507,1,computerized,,,
2505,1,wrist,wrist,,
2502,1,implantation,,,
21,5,a) coronal view,,,
329,1,thymoma,,,
2500,3,revealing a,,,
21,5,on the 1st,,,
2496,3,the main,,,
2495,3,onset of,,,
2494,1,buccal,dental_view,head,
2493,1,haematoxylin,,,
2492,3,performed on,,,
2492,3,history of,,,
2491,1,ileum,abdomen,,
2490,1,less,,,
2489,1,reconstructed,,,
2487,1,ischemic,,,
2486,3,4 cm,,,
2486,3,signal in,,,
2484,3,mri showed,,,
2484,1,lymphocytic,pathology,,
2484,3,lined by,,,
2479,3,right middle,,,
2479,1,fine,,,
21,5,in a 30,,,
2478,1,hilar,,,
21,5,ct image from,,,
21,5,in a 37,,,
2476,3,5 mm,,,
2475,1,persistent,,,
2475,1,cd34,,,
2474,3,treatment of,,,
21,5,ct head showing,,,
2469,3,eosinophilic cytoplasm,pathology,,
2468,3,mri scan,mri,,
2468,3,tumor and,,,
2466,3,and multiple,,,
2465,3,the cystic,,,
2465,3,squamous cell,pathology,,
2463,1,laparoscopic,,,
2463,1,pas,pas,,
2462,3,brain magnetic,,,
2461,1,trachea,,,
2461,1,plaque,,,
2460,3,imaging findings,,,
2460,3,foci of,,,
